first_name,second_name,time,year,distance,time_in_seconds
Pamela ,Jelimo,1:54.01,2008,800-metres,114.00999999999999
Jolanda ,Batagelj,1:55.19,2002,800-metres,115.19
Caster ,Semenya,1:55.28,2016,800-metres,115.28
Caster ,Semenya,1:55.45,2009,800-metres,115.45
Maria de Lurdes ,Mutola,1:55.55,2003,800-metres,115.55
Mariya ,Savinova,1:55.87,2011,800-metres,115.87
Tatyana ,Andrianova,1:56.00,2008,800-metres,116.0
Janeth Jepkosgei ,Busienei,1:56.04,2007,800-metres,116.03999999999999
Janeth Jepkosgei ,Busienei,1:56.07,2008,800-metres,116.07
Tatyana ,Andrianova,1:56.07,2005,800-metres,116.07
Zulia ,Calatayud,1:56.09,2002,800-metres,116.09
Maria de Lurdes ,Mutola,1:56.15,2000,800-metres,116.15
Maria de Lurdes ,Mutola,1:56.16,2002,800-metres,116.16
Mariya ,Savinova,1:56.19,2012,800-metres,116.19
Tatyana ,Andrianova,1:56.23,2004,800-metres,116.22999999999999
Francine ,Niyonsaba,1:56.24,2016,800-metres,116.24000000000001
Caster ,Semenya,1:56.35,2011,800-metres,116.35
Kelly ,Holmes,1:56.38,2004,800-metres,116.38
Hasna ,Benhassi,1:56.43,2004,800-metres,116.43
Jolanda ,Batagelj,1:56.43,2004,800-metres,116.43
Maria de Lurdes ,Mutola,1:56.51,2004,800-metres,116.50999999999999
Natalya ,Khrushcheleva,1:56.59,2004,800-metres,116.59
Francine ,Niyonsaba,1:56.59,2012,800-metres,116.59
Natalya ,Tsyganova,1:56.60,2000,800-metres,116.6
Stephanie ,Graf,1:56.64,2000,800-metres,116.64
Svetlana ,Klyuka,1:56.64,2008,800-metres,116.64
Janeth Jepkosgei ,Busienei,1:56.66,2006,800-metres,116.66
Ekaterina ,Kostetskaya,1:56.67,2008,800-metres,116.67
Francine ,Niyonsaba,1:56.72,2013,800-metres,116.72
Hasna ,Benhassi,1:56.73,2008,800-metres,116.72999999999999
Pamela ,Jelimo,1:56.76,2012,800-metres,116.75999999999999
Maria de Lurdes ,Mutola,1:56.77,2006,800-metres,116.77000000000001
Kelly ,Holmes,1:56.80,2000,800-metres,116.8
Hasna ,Benhassi,1:56.84,2007,800-metres,116.84
Olga ,Raspopova,1:56.85,2000,800-metres,116.85
Margaret Nyairera ,Wambui,1:56.89,2016,800-metres,116.89
Zulia ,Calatayud,1:56.91,2006,800-metres,116.91
Svetlana ,Cherkasova,1:56.93,2005,800-metres,116.93
Maria de Lurdes ,Mutola,1:56.98,2007,800-metres,116.97999999999999
Eunice Jepkoech ,Sum,1:56.99,2015,800-metres,116.99000000000001
Melissa ,Bishop,1:57.02,2016,800-metres,117.02000000000001
Yuliya ,Fomenko,1:57.07,2006,800-metres,117.07
Ekaterina ,Kostetskaya,1:57.19,2011,800-metres,117.19
Svetlana ,Klyuka,1:57.21,2006,800-metres,117.21000000000001
Svetlana ,Cherkasova,1:57.23,2006,800-metres,117.22999999999999
Caster ,Semenya,1:57.23,2012,800-metres,117.22999999999999
Olga ,Kotlyarova,1:57.24,2006,800-metres,117.24000000000001
Jearl ,Miles Clark,1:57.27,2004,800-metres,117.27000000000001
Elena ,Soboleva,1:57.28,2006,800-metres,117.28
Yuliya ,Krevsun,1:57.32,2008,800-metres,117.32
Larisa ,Chzhao,1:57.33,2005,800-metres,117.33
Alysia ,Montaño,1:57.34,2010,800-metres,117.34
Tetiana ,Petlyuk,1:57.34,2006,800-metres,117.34
Svetlana ,Klyuka,1:57.35,2005,800-metres,117.35
Alysia ,Montaño,1:57.37,2012,800-metres,117.37
Joanna ,Józwik,1:57.37,2016,800-metres,117.37
Eunice Jepkoech ,Sum,1:57.38,2013,800-metres,117.38
Janeth Jepkosgei ,Busienei,1:57.42,2011,800-metres,117.42
Jolanda ,Batagelj,1:57.44,2003,800-metres,117.44
Natalya ,Lavshuk,1:57.45,2004,800-metres,117.45
Eunice Jepkoech ,Sum,1:57.47,2016,800-metres,117.47
Alysia ,Montaño,1:57.48,2011,800-metres,117.47999999999999
Fantu ,Magiso,1:57.48,2012,800-metres,117.47999999999999
Irina ,Mistyukevich,1:57.49,2000,800-metres,117.49000000000001
Svetlana ,Cherkasova,1:57.50,2004,800-metres,117.5
Melissa ,Bishop,1:57.52,2015,800-metres,117.52000000000001
Ekaterina ,Poistogova,1:57.53,2012,800-metres,117.53
Ludmila ,Formanová,1:57.53,2000,800-metres,117.53
Marina ,Arzamasova,1:57.54,2015,800-metres,117.53999999999999
Olga ,Kotlyarova,1:57.55,2005,800-metres,117.55
Mariya ,Savinova,1:57.56,2010,800-metres,117.56
Francine ,Niyonsaba,1:57.62,2015,800-metres,117.62
Mayte ,Martínez,1:57.62,2007,800-metres,117.62
Yuliya ,Krevsun,1:57.63,2007,800-metres,117.63
Malika ,Akkaoui,1:57.64,2013,800-metres,117.64
Ajee ,Wilson,1:57.67,2014,800-metres,117.67
Molly ,Beckwith-Ludlow,1:57.68,2016,800-metres,117.68
Maria de Lurdes ,Mutola,1:57.68,2008,800-metres,117.68
Lynsey ,Sharp,1:57.69,2016,800-metres,117.69
Rose Mary ,Almanza,1:57.70,2015,800-metres,117.7
Lynsey ,Sharp,1:57.71,2015,800-metres,117.71000000000001
Sahily ,Diago,1:57.74,2014,800-metres,117.74000000000001
Alysia ,Montaño,1:57.75,2013,800-metres,117.75
Nancy Jebet ,Langat,1:57.75,2010,800-metres,117.75
Elena ,Kotulskaya,1:57.77,2012,800-metres,117.77000000000001
Janeth Jepkosgei ,Busienei,1:57.79,2012,800-metres,117.78999999999999
Maryam Yusuf ,Jamal,1:57.80,2008,800-metres,117.8
Mariya ,Savinova,1:57.80,2013,800-metres,117.8
Irina ,Maracheva,1:57.82,2012,800-metres,117.82
Janeth Jepkosgei ,Busienei,1:57.82,2005,800-metres,117.82
Mina ,Aït Hammou,1:57.82,2003,800-metres,117.82
Janeth Jepkosgei ,Busienei,1:57.84,2010,800-metres,117.84
Maggie ,Vessey,1:57.84,2009,800-metres,117.84
Anna ,Alminova,1:57.86,2009,800-metres,117.86
Ajee ,Wilson,1:57.87,2015,800-metres,117.87
Kenia ,Sinclair,1:57.88,2006,800-metres,117.88
Janeth Jepkosgei ,Busienei,1:57.90,2009,800-metres,117.9
Mariya ,Savinova,1:57.90,2009,800-metres,117.9
Mariya ,Shapaeva Zhuravleva,1:57.9,2008,800-metres,117.9
Brenda ,Martinez,1:57.91,2013,800-metres,117.91
Zulia ,Calatayud,1:57.92,2005,800-metres,117.92
Eunice Jepkoech ,Sum,1:57.92,2014,800-metres,117.92
Jennifer ,Meadows,1:57.93,2009,800-metres,117.93
Selina ,Büchel,1:57.95,2015,800-metres,117.95
Olga ,Kotlyarova,1:57.96,2004,800-metres,117.96000000000001
Nicole ,Teter,1:57.97,2002,800-metres,117.97
Stephanie ,Graf,1:57.99,2003,800-metres,117.99000000000001
Hazel ,Clark,1:57.99,2005,800-metres,117.99000000000001
Yuliya ,Krevsun,1:58.00,2009,800-metres,118.0
Renelle ,Lamote,1:58.01,2016,800-metres,118.00999999999999
Faith Chepngetich ,Kipyegon,1:58.02,2015,800-metres,118.02000000000001
Yevgeniya ,Zinurova,1:58.04,2008,800-metres,118.03999999999999
Elena ,Kotulskaya,1:58.04,2011,800-metres,118.03999999999999
Natalya ,Khrushcheleva,1:58.05,2003,800-metres,118.05
Ekaterina ,Poistogova,1:58.05,2013,800-metres,118.05
Oksana ,Zbrozhek,1:58.06,2004,800-metres,118.06
Regina ,Jacobs,1:58.08,2000,800-metres,118.08
Suzy ,Favor Hamilton,1:58.10,2000,800-metres,118.1
Sviatlana ,Usovich,1:58.11,2007,800-metres,118.11
Olga ,Kotlyarova,1:58.12,2008,800-metres,118.12
Sviatlana ,Usovich,1:58.12,2011,800-metres,118.12
Olga ,Kotlyarova,1:58.14,2007,800-metres,118.14
Marina ,Arzamasova,1:58.15,2014,800-metres,118.15
Caster ,Semenya,1:58.16,2010,800-metres,118.16
Kenia ,Sinclair,1:58.16,2010,800-metres,118.16
Sviatlana ,Usovich,1:58.17,2005,800-metres,118.17
Rebecca ,Lyne,1:58.20,2006,800-metres,118.2
Ajee ,Wilson,1:58.21,2013,800-metres,118.21000000000001
Kenia ,Sinclair,1:58.21,2011,800-metres,118.21000000000001
Phoebe ,Wright,1:58.22,2010,800-metres,118.22
Svetlana ,Klyuka,1:58.23,2009,800-metres,118.22999999999999
Hasna ,Benhassi,1:58.24,2006,800-metres,118.24000000000001
Kenia ,Sinclair,1:58.24,2008,800-metres,118.24000000000001
Mariya ,Dryakhlova,1:58.26,2006,800-metres,118.25999999999999
Natalya ,Tsyganova,1:58.27,2006,800-metres,118.27000000000001
Halima ,Hachlaf,1:58.27,2011,800-metres,118.27000000000001
Kate ,Grace,1:58.28,2016,800-metres,118.28
Olga ,Raspopova,1:58.28,2004,800-metres,118.28
Mayte ,Martínez,1:58.29,2002,800-metres,118.28999999999999
Liliya ,Lobanova,1:58.30,2011,800-metres,118.3
Claudia ,Gesell,1:58.34,2000,800-metres,118.34
Fabienne ,Kohlmann,1:58.34,2015,800-metres,118.34
Joanna ,Józwik,1:58.35,2015,800-metres,118.35
Marina ,Arzamasova,1:58.36,2016,800-metres,118.36
Morgan ,Uceny,1:58.37,2011,800-metres,118.37
Tetiana ,Petlyuk,1:58.38,2008,800-metres,118.38
Halima ,Hachlaf,1:58.40,2010,800-metres,118.4
Brigita ,Langerholc,1:58.41,2007,800-metres,118.41
Hasna ,Benhassi,1:58.41,2005,800-metres,118.41
Jearl ,Miles Clark,1:58.41,2002,800-metres,118.41
Marilyn ,Okoro,1:58.45,2008,800-metres,118.45
Nataliia ,Lupu,1:58.46,2012,800-metres,118.46000000000001
Svetlana ,Klyuka,1:58.47,2003,800-metres,118.47
Hasna ,Benhassi,1:58.47,2000,800-metres,118.47
Yevgeniya ,Zinurova,1:58.49,2011,800-metres,118.49000000000001
Rose Mary ,Almanza,1:58.49,2016,800-metres,118.49000000000001
Sifan ,Hassan,1:58.50,2015,800-metres,118.5
Maggie ,Vessey,1:58.50,2011,800-metres,118.5
Elena ,Kotulskaya,1:58.50,2010,800-metres,118.5
Brigita ,Langerholc,1:58.51,2000,800-metres,118.50999999999999
Lucia ,Hrivnák Klocová,1:58.51,2008,800-metres,118.50999999999999
Nicole ,Teter,1:58.52,2004,800-metres,118.52000000000001
Yusneysi ,Santiusti,1:58.53,2012,800-metres,118.53
Tatyana ,Markelova,1:58.55,2012,800-metres,118.55
Rababe ,Arafi,1:58.55,2015,800-metres,118.55
Ekaterina ,Poistogova,1:58.55,2014,800-metres,118.55
Helena ,Fuchsová,1:58.56,2000,800-metres,118.56
Nataliia ,Lupu,1:58.57,2015,800-metres,118.57
Mayte ,Martínez,1:58.58,2004,800-metres,118.58
Jennifer ,Meadows,1:58.60,2011,800-metres,118.6
Nataliia ,Pryshchepa,1:58.60,2016,800-metres,118.6
Elena ,Kotulskaya,1:58.60,2009,800-metres,118.6
Alice ,Schmidt,1:58.61,2011,800-metres,118.61
Kenia ,Sinclair,1:58.61,2007,800-metres,118.61
Jearl ,Miles Clark,1:58.61,2003,800-metres,118.61
Lucia ,Hrivnák Klocová,1:58.62,2007,800-metres,118.62
Letitia ,Vriesde,1:58.62,2000,800-metres,118.62
Olga ,Raspopova,1:58.63,2002,800-metres,118.63
Elisa ,Cusma Piccione,1:58.63,2007,800-metres,118.63
Svetlana ,Klyuka,1:58.63,2007,800-metres,118.63
Winnie ,Nanyondo,1:58.63,2014,800-metres,118.63
Olha ,Lyakhova,1:58.64,2015,800-metres,118.64
Zulia ,Calatayud,1:58.66,2000,800-metres,118.66
Hind ,Déhiba Chahyd,1:58.67,2010,800-metres,118.67
Morgan ,Uceny,1:58.67,2010,800-metres,118.67
Molly ,Beckwith-Ludlow,1:58.68,2015,800-metres,118.68
Kelly ,Holmes,1:58.69,2003,800-metres,118.69
Yusneysi ,Santiusti,1:58.70,2011,800-metres,118.7
Svetlana ,Karamasheva,1:58.70,2014,800-metres,118.7
Janeth Jepkosgei ,Busienei,1:58.70,2014,800-metres,118.7
Irina ,Maracheva,1:58.71,2011,800-metres,118.71000000000001
Larisa ,Chzhao,1:58.71,2003,800-metres,118.71000000000001
Janeth Jepkosgei ,Busienei,1:58.71,2013,800-metres,118.71000000000001
Natalya ,Lavshuk,1:58.72,2005,800-metres,118.72
Sviatlana ,Usovich,1:58.72,2012,800-metres,118.72
Natalya ,Tsyganova,1:58.72,2004,800-metres,118.72
Anna ,Rostkowska,1:58.72,2008,800-metres,118.72
Jemma ,Simpson,1:58.74,2010,800-metres,118.74000000000001
Natalya ,Evdokimova,1:58.75,2003,800-metres,118.75
Alice ,Schmidt,1:58.75,2007,800-metres,118.75
Anastasiya ,Bazdyreva,1:58.75,2015,800-metres,118.75
Hazel ,Clark,1:58.75,2000,800-metres,118.75
Marilyn ,Okoro,1:58.76,2007,800-metres,118.75999999999999
Selina ,Büchel,1:58.77,2016,800-metres,118.77000000000001
Marina ,Anisimova,1:58.77,2000,800-metres,118.77000000000001
Diane ,Cummins,1:58.79,2002,800-metres,118.78999999999999
Lynsey ,Sharp,1:58.80,2014,800-metres,118.8
Oksana ,Zbrozhek,1:58.80,2007,800-metres,118.8
Anna ,Pierce,1:58.80,2009,800-metres,118.8
Mayte ,Martínez,1:58.81,2009,800-metres,118.81
Elisa ,Cusma Piccione,1:58.81,2009,800-metres,118.81
Svetlana ,Cherkasova,1:58.84,2002,800-metres,118.84
Halima ,Hachlaf,1:58.84,2012,800-metres,118.84
Sahily ,Diago,1:58.84 A,2016,800-metres,118.84
Brenda ,Martinez,1:58.84,2014,800-metres,118.84
Yvonne ,Hak,1:58.85,2010,800-metres,118.85
Renelle ,Lamote,1:58.86,2015,800-metres,118.86
Shelayna ,Oskan-Clarke,1:58.86,2015,800-metres,118.86
Kenia ,Sinclair,1:58.88,2005,800-metres,118.88
Jennifer ,Meadows,1:58.88,2010,800-metres,118.88
Diane ,Cummins,1:58.89,2003,800-metres,118.89
Anna ,Pierce,1:58.89,2010,800-metres,118.89
Irina ,Mistyukevich,1:58.90,2002,800-metres,118.9
Caster ,Semenya,1:58.92,2013,800-metres,118.92
Mina ,Aït Hammou,1:58.92,2004,800-metres,118.92
Sandra ,Stals,1:58.92,2002,800-metres,118.92
Claudia ,Gesell,1:58.93,2003,800-metres,118.93
Maria de Lurdes ,Mutola,1:58.96,2005,800-metres,118.96000000000001
Margarita ,Mukasheva,1:58.96,2013,800-metres,118.96000000000001
Yuliya ,Krevsun,1:58.97,2010,800-metres,118.97
Brigita ,Langerholc,1:58.97,2002,800-metres,118.97
Iuliia ,Stepanova,1:58.99,2009,800-metres,118.99000000000001
Maggie ,Vessey,1:59.00,2010,800-metres,119.0
Margarita ,Mukasheva,1:59.02,2014,800-metres,119.02000000000001
Svetlana ,Cherkasova,1:59.03,2012,800-metres,119.03
Malika ,Akkaoui,1:59.03,2015,800-metres,119.03
Hasna ,Benhassi,1:59.03,2009,800-metres,119.03
Laura ,Roesler,1:59.04,2014,800-metres,119.03999999999999
Ivonne ,Teichmann,1:59.06,2002,800-metres,119.06
Brenda ,Martinez,1:59.06,2015,800-metres,119.06
Angela ,Petty,1:59.06,2015,800-metres,119.06
Jemma ,Simpson,1:59.07,2009,800-metres,119.07
Hazel ,Clark,1:59.07,2007,800-metres,119.07
Annet ,Negesa,1:59.08,2012,800-metres,119.08
Sandra ,Stals,1:59.09,2000,800-metres,119.09
Ludmila ,Formanová,1:59.09,2002,800-metres,119.09
Chanelle ,Price,1:59.10,2015,800-metres,119.1
Mayte ,Martínez,1:59.12,2010,800-metres,119.12
Jearl ,Miles Clark,1:59.12,2000,800-metres,119.12
Nataliia ,Lupu,1:59.12,2011,800-metres,119.12
Molly ,Beckwith-Ludlow,1:59.12,2011,800-metres,119.12
Kenia ,Sinclair,1:59.13,2009,800-metres,119.13
Oksana ,Zbrozhek,1:59.13,2009,800-metres,119.13
Elisa ,Cusma Piccione,1:59.13,2010,800-metres,119.13
Lucia ,Hrivnák Klocová,1:59.14,2015,800-metres,119.14
Alysia ,Montaño,1:59.15,2015,800-metres,119.15
Treniere ,Moser,1:59.15,2007,800-metres,119.15
Agnes ,Samaria,1:59.15,2002,800-metres,119.15
Nancy Jebet ,Langat,1:59.17,2009,800-metres,119.17
Tintu ,Lukka,1:59.17,2010,800-metres,119.17
Fantu ,Magiso,1:59.17,2011,800-metres,119.17
Ekaterina ,Sharmina,1:59.17,2011,800-metres,119.17
Tintu ,Lukka,1:59.19,2014,800-metres,119.19
Abeba ,Aregawi,1:59.20,2013,800-metres,119.2
Yekaterina ,Kupina,1:59.21,2013,800-metres,119.21000000000001
Zahra ,Bouras,1:59.21,2011,800-metres,119.21000000000001
Faith ,Macharia,1:59.23,2003,800-metres,119.22999999999999
Tigst ,Assefa,1:59.24,2014,800-metres,119.24000000000001
Natallia ,Dziadkova,1:59.24,2002,800-metres,119.24000000000001
Phoebe ,Wright,1:59.25,2011,800-metres,119.25
Simoya ,Campbell,1:59.26,2015,800-metres,119.25999999999999
Svetlana ,Cherkasova,1:59.28,2003,800-metres,119.28
Tatyana ,Andrianova,1:59.28,2010,800-metres,119.28
Egle ,Balciünaité,1:59.29,2010,800-metres,119.28999999999999
Alysia ,Montaño,1:59.29,2007,800-metres,119.28999999999999
Alice ,Schmidt,1:59.29,2005,800-metres,119.28999999999999
Tetiana ,Petlyuk,1:59.30,2009,800-metres,119.3
Susan ,Scott,1:59.30,2002,800-metres,119.3
Winny ,Chebet,1:59.30,2013,800-metres,119.3
Molly ,Beckwith-Ludlow,1:59.30,2014,800-metres,119.3
Lucia ,Hrivnák Klocová,1:59.31,2010,800-metres,119.31
Ekaterina ,Kostetskaya,1:59.31,2009,800-metres,119.31
Zhanna ,Smolina,1:59.33,2005,800-metres,119.33
Christin ,Wurth-Thomas,1:59.35,2009,800-metres,119.35
Katie ,Waits,1:59.35,2007,800-metres,119.35
Tamsyn ,Manou,1:59.35,2003,800-metres,119.35
Janeth Jepkosgei ,Busienei,1:59.37,2015,800-metres,119.37
Halima ,Hachlaf,1:59.38,2013,800-metres,119.38
Nelly ,Jepkosgei,1:59.40,2013,800-metres,119.4
Marilyn ,Okoro,1:59.43,2013,800-metres,119.43
Nataliia ,Lupu,1:59.43,2013,800-metres,119.43
Tsvetelina ,Kirilova,1:59.46,2002,800-metres,119.46000000000001
Judit ,Varga,1:59.46,2003,800-metres,119.46000000000001
Kate ,Grace,1:59.47,2013,800-metres,119.47
Jing ,Zhao,1:59.48,2014,800-metres,119.47999999999999
Rose Mary ,Almanza,1:59.48,2014,800-metres,119.47999999999999
Pamela ,Jelimo,1:59.49 A,2009,800-metres,119.49000000000001
Mary ,Cain,1:59.51,2013,800-metres,119.50999999999999
Agatha Jeruto ,Kimaswai,1:59.51,2014,800-metres,119.50999999999999
Christina ,Hering,1:59.54,2015,800-metres,119.53999999999999
Svetlana ,Rogozina,1:59.54,2014,800-metres,119.53999999999999
Zahra ,Bouras,1:59.54,2010,800-metres,119.53999999999999
Angelika ,Cichocka,1:59.55,2015,800-metres,119.55
Elena ,Kotulskaya,1:59.56,2013,800-metres,119.56
Lenka ,Masná,1:59.56,2013,800-metres,119.56
Marilyn ,Okoro,1:59.56,2009,800-metres,119.56
Élodie ,Guégan,1:59.57,2009,800-metres,119.57
Fiona ,Benson,1:59.59,2015,800-metres,119.59
Nataliia ,Lupu,1:59.59,2010,800-metres,119.59
Caster ,Semenya,1:59.59,2015,800-metres,119.59
Tatyana ,Andrianova,1:59.60,2009,800-metres,119.6
Marina ,Arzamasova,1:59.60,2013,800-metres,119.6
Neisha ,Bernard-Thomas,1:59.60,2010,800-metres,119.6
Ayvika ,Malanova,1:59.61,2013,800-metres,119.61
Joanna ,Józwik,1:59.63,2014,800-metres,119.63
Natoya ,Goule,1:59.63,2015,800-metres,119.63
Nikki ,Hamblin,1:59.66,2010,800-metres,119.66
Melissa ,Bishop,1:59.70,2014,800-metres,119.7
Lenka ,Masná,1:59.71,2010,800-metres,119.71000000000001
Sviatlana ,Usovich,1:59.73,2010,800-metres,119.72999999999999
Chanelle ,Price,1:59.75,2014,800-metres,119.75
Melissa ,Bishop,1:59.76,2013,800-metres,119.75999999999999
Jessica ,Judd,1:59.77,2014,800-metres,119.77000000000001
Anna ,Rostkowska,1:59.77,2009,800-metres,119.77000000000001
Lucia ,Hrivnák Klocová,1:59.79,2009,800-metres,119.78999999999999
Elena Mirela ,Lavric,1:59.79,2013,800-metres,119.78999999999999
Ingvill ,Måkestad Bovim,1:59.82,2010,800-metres,119.82
Egle ,Balciünaité,1:59.82,2013,800-metres,119.82
Yevgeniya ,Zinurova,1:59.82,2009,800-metres,119.82
Molly ,Beckwith-Ludlow,1:59.83,2010,800-metres,119.83
Iuliia ,Stepanova,1:59.85,2010,800-metres,119.85
Jessica ,Judd,1:59.85,2013,800-metres,119.85
Yevgeniya ,Zolotova,1:59.85,2009,800-metres,119.85
Olga ,Lvova,1:59.86,2014,800-metres,119.86
Rose Mary ,Almanza,1:59.87,2013,800-metres,119.87
Ekaterina ,Sharmina,1:59.91,2013,800-metres,119.91
Olha ,Lyakhova,1:59.92,2014,800-metres,119.92
Lenka ,Masná,1:59.93,2014,800-metres,119.93
Natoya ,Goule,1:59.93,2013,800-metres,119.93
Hannah ,England,1:59.94,2009,800-metres,119.94
Sifan ,Hassan,1:59.95,2014,800-metres,119.95
Hazel ,Clark,1:59.96,2009,800-metres,119.96000000000001
Maggie ,Vessey,1:59.96,2014,800-metres,119.96000000000001
Maryam Yusuf ,Jamal,1:59.98,2009,800-metres,119.97999999999999
Mounia ,Tabessart,1:59.98,2009,800-metres,119.97999999999999
Angela ,Petty,2:00.03,2013,800-metres,120.03
Heather ,Kampf,2:00.04,2013,800-metres,120.04
Morgan ,Uceny,2:00.06,2009,800-metres,120.06
Renelle ,Lamote,2:00.06,2014,800-metres,120.06
Alison ,Leonard,2:00.08,2014,800-metres,120.08
Lenka ,Masná,2:00.10,2009,800-metres,120.1
Yekaterina ,Kupina,2:00.12,2014,800-metres,120.12
Siham ,Hilali,2:00.15,2013,800-metres,120.15
Elena ,Soboleva,2:00.17,2013,800-metres,120.17
Zulia ,Calatayud,2:00.20,2009,800-metres,120.2
Phoebe ,Wright,2:00.20,2013,800-metres,120.2
Laura ,Roesler,2:00.23,2013,800-metres,120.23
Fantu ,Magiso,2:00.25,2013,800-metres,120.25
Natoya ,Goule,2:00.28,2014,800-metres,120.28
Gulnara ,Galkina,2:00.29,2009,800-metres,120.29
Angelika ,Cichocka,2:00.30,2014,800-metres,120.3
Nataliia ,Lupu,2:00.32,2009,800-metres,120.32
Jennifer ,Meadows,2:00.32,2014,800-metres,120.32
Madeleine ,Pape,2:00.34,2009,800-metres,120.34
Phoebe ,Wright,2:00.40,2009,800-metres,120.4
Justine ,Fedronic,2:00.41,2014,800-metres,120.41
Geena ,Lara,2:00.44,2009,800-metres,120.44
Olha ,Yekymenko,2:00.45,2009,800-metres,120.45
Margaret Nyairera ,Wambui,2:00.49,2014,800-metres,120.49
Hannah ,England,2:00.50,2014,800-metres,120.5
Noélie ,Yarigo,2:00.51,2014,800-metres,120.51
Sanne ,Verstegen,2:00.55,2014,800-metres,120.55
Malika ,Akkaoui,2:00.58,2014,800-metres,120.58
Federica ,Del Buono,2:00.58,2014,800-metres,120.58
Angela ,Petty,2:00.59,2014,800-metres,120.59
Heather ,Kampf,2:00.65,2014,800-metres,120.65
Genzebe ,Dibaba,3:50.07,2015,1500-metres,230.07
Laura ,Muir,3:55.22,2016,1500-metres,235.22
Süreyya ,Ayhan,3:55.33,2003,1500-metres,235.32999999999998
Yuliya ,Fomenko,3:55.68,2006,1500-metres,235.68
Sifan ,Hassan,3:56.05,2015,1500-metres,236.05
Maryam Yusuf ,Jamal,3:56.18,2006,1500-metres,236.18
Shannon ,Rowbury,3:56.29,2015,1500-metres,236.29
Faith Chepngetich ,Kipyegon,3:56.41,2016,1500-metres,236.41
Elena ,Soboleva,3:56.43,2006,1500-metres,236.43
Abeba ,Aregawi,3:56.54,2012,1500-metres,236.54
Maryam Yusuf ,Jamal,3:56.55,2009,1500-metres,236.55
Abeba ,Aregawi,3:56.60,2013,1500-metres,236.6
Maryam Yusuf ,Jamal,3:56.79,2005,1500-metres,236.79
Tatyana ,Tomashova,3:56.91,2006,1500-metres,236.91
Faith Chepngetich ,Kipyegon,3:56.98,2013,1500-metres,236.98
Sifan ,Hassan,3:57.00,2014,1500-metres,237.0
Hellen Onsando ,Obiri,3:57.05,2014,1500-metres,237.05
Sifan ,Hassan,3:57.13,2016,1500-metres,237.13
Jennifer ,Simpson,3:57.22,2014,1500-metres,237.22
Jennifer ,Simpson,3:57.30,2015,1500-metres,237.3
Genzebe ,Dibaba,3:57.31,2016,1500-metres,237.31
Suzy ,Favor Hamilton,3:57.40,2000,1500-metres,237.4
Genzebe ,Dibaba,3:57.54,2013,1500-metres,237.54
Abeba ,Aregawi,3:57.57,2014,1500-metres,237.57
Natalya ,Evdokimova,3:57.73,2005,1500-metres,237.73
Süreyya ,Ayhan,3:57.75,2002,1500-metres,237.75
Genzebe ,Dibaba,3:57.77,2012,1500-metres,237.77
Shannon ,Rowbury,3:57.78,2016,1500-metres,237.78
Kelly ,Holmes,3:57.90,2004,1500-metres,237.9
Faith Chepngetich ,Kipyegon,3:58.01,2014,1500-metres,238.01
Dawit ,Seyaum,3:58.09,2016,1500-metres,238.09
Tatyana ,Tomashova,3:58.12,2004,1500-metres,238.12
Jennifer ,Simpson,3:58.19,2016,1500-metres,238.19
Elvan ,Abeylegesse,3:58.28,2004,1500-metres,238.28
Violeta ,Szekely,3:58.29,2000,1500-metres,238.29
Anna ,Alminova,3:58.38,2009,1500-metres,238.38
Maria ,Cioncan,3:58.39,2004,1500-metres,238.39
Tatyana ,Tomashova,3:58.52,2003,1500-metres,238.52
Hellen Onsando ,Obiri,3:58.58,2013,1500-metres,238.57999999999998
Laura ,Muir,3:58.66,2015,1500-metres,238.66
Yuliya ,Fomenko,3:58.68,2005,1500-metres,238.68
Maryam Yusuf ,Jamal,3:58.75,2007,1500-metres,238.75
Gabriela ,Szabo,3:58.78,2002,1500-metres,238.78
Gelete ,Burka,3:58.79,2009,1500-metres,238.79
Maryam Yusuf ,Jamal,3:58.93,2010,1500-metres,238.93
Kutre ,Dulecha,3:59.02,2000,1500-metres,239.02
Tatyana ,Tomashova,3:59.05,2005,1500-metres,239.05
Natalya ,Evdokimova,3:59.05,2004,1500-metres,239.05
Daniela ,Yordanova,3:59.10,2004,1500-metres,239.1
Suzy ,Favor Hamilton,3:59.10,2002,1500-metres,239.1
Nouria ,Mérah-Benida,3:59.12,2000,1500-metres,239.12
Lidia ,Chojecka,3:59.22,2000,1500-metres,239.22
Viola Jelagat ,Kibiwot,3:59.25,2012,1500-metres,239.25
Lidia ,Chojecka,3:59.27,2004,1500-metres,239.27
Gelete ,Burka,3:59.28,2010,1500-metres,239.28
Faith Chepngetich ,Kipyegon,3:59.32,2015,1500-metres,239.32
Hellen Onsando ,Obiri,3:59.34,2016,1500-metres,239.34
Btissam ,Lakhouad,3:59.35,2010,1500-metres,239.35
Daniela ,Yordanova,3:59.37,2006,1500-metres,239.37
Anna ,Pierce,3:59.38,2009,1500-metres,239.38
Olga ,Yegorova,3:59.47,2005,1500-metres,239.47
Besu ,Sado,3:59.47,2016,1500-metres,239.47
Shannon ,Rowbury,3:59.49,2014,1500-metres,239.49
Ekaterina ,Sharmina,3:59.49,2012,1500-metres,239.49
Lisa ,Dobriskey,3:59.50,2009,1500-metres,239.5
Natalia ,Rodríguez,3:59.51,2005,1500-metres,239.51
Dawit ,Seyaum,3:59.53,2014,1500-metres,239.53
