"first_name","second_name","time","year","distance"
"Jennifer ","Simpson","9:12.50","2009","3000-metres-steeplechase"
"Habiba ","Ghribi","9:12.52","2009","3000-metres-steeplechase"
"Ruth Bisibori ","Nyangau","9:13.16","2009","3000-metres-steeplechase"
"Yuliya ","Zaripova","9:13.18","2009","3000-metres-steeplechase"
"Ruth Bisibori ","Nyangau","9:13.43","2009","3000-metres-steeplechase"
"Gulnara ","Galkina","9:13.70","2009","3000-metres-steeplechase"
"Ruth Bisibori ","Nyangau","9:13.92","2009","3000-metres-steeplechase"
"Gladys Jerotich ","Kipkemoi","9:14.62","2009","3000-metres-steeplechase"
"Marta ","Domínguez","9:16.50","2009","3000-metres-steeplechase"
"Ekaterina ","Volkova","9:17.40","2009","3000-metres-steeplechase"
"Gulnara ","Galkina","9:17.67","2009","3000-metres-steeplechase"
"Ruth Bisibori ","Nyangau","9:17.85","2009","3000-metres-steeplechase"
"Gulnara ","Galkina","9:17.86","2009","3000-metres-steeplechase"
"Antje ","Möldner-Schmidt","9:18.54","2009","3000-metres-steeplechase"
"Ruth Bisibori ","Nyangau","9:18.65","2009","3000-metres-steeplechase"
"Sofia ","Assefa","9:19.91","2009","3000-metres-steeplechase"
"Milcah Chemos ","Cheywa","9:20.19","2009","3000-metres-steeplechase"
"Gladys Jerotich ","Kipkemoi","9:21.18","2009","3000-metres-steeplechase"
"Antje ","Möldner-Schmidt","9:21.73","2009","3000-metres-steeplechase"
"Milcah Chemos ","Cheywa","9:21.81","2009","3000-metres-steeplechase"
"Hanane ","Ouhaddou","9:22.12","2009","3000-metres-steeplechase"
"Yelena ","Orlova","9:22.15","2009","3000-metres-steeplechase"
"Sofia ","Assefa","9:22.23","2009","3000-metres-steeplechase"
"Milcah Chemos ","Cheywa","9:22.33","2009","3000-metres-steeplechase"
"Gladys Jerotich ","Kipkemoi","9:22.42","2009","3000-metres-steeplechase"
"Sofia ","Assefa","9:22.63","2009","3000-metres-steeplechase"
"Zemzem ","Ahmed","9:22.64","2009","3000-metres-steeplechase"
"Yuliya ","Zaripova","9:23.23","2009","3000-metres-steeplechase"
"Sofia ","Assefa","9:23.61","2009","3000-metres-steeplechase"
"Milcah Chemos ","Cheywa","9:23.87","2009","3000-metres-steeplechase"
"Habiba ","Ghribi","9:24.40","2009","3000-metres-steeplechase"
"Eva ","Arias","9:25.14","2009","3000-metres-steeplechase"
"Jessica ","Augusto","9:25.25","2009","3000-metres-steeplechase"
"Ruth Bisibori ","Nyangau","9:25.37","2009","3000-metres-steeplechase"
"Ekaterina ","Volkova","9:25.40","2009","3000-metres-steeplechase"
"Jennifer ","Simpson","9:25.54","2009","3000-metres-steeplechase"
"Sophie ","Duarte","9:25.62","2009","3000-metres-steeplechase"
"Gladys Jerotich ","Kipkemoi","9:26.03","2009","3000-metres-steeplechase"
"Sofia ","Assefa","9:26.10","2009","3000-metres-steeplechase"
"Jennifer ","Simpson","9:26.20","2009","3000-metres-steeplechase"
"Habiba ","Ghribi","9:26.40","2009","3000-metres-steeplechase"
"Lydia Chebet ","Rotich","9:26.51","2009","3000-metres-steeplechase"
"Yuliya ","Zaripova","9:26.64","2009","3000-metres-steeplechase"
"Jessica ","Augusto","9:26.64","2009","3000-metres-steeplechase"
"Jennifer ","Simpson","9:26.81","2009","3000-metres-steeplechase"
"Milcah Chemos ","Cheywa","9:11.71","2010","3000-metres-steeplechase"
"Milcah Chemos ","Cheywa","9:12.66","2010","3000-metres-steeplechase"
"Gladys Jerotich ","Kipkemoi","9:13.22","2010","3000-metres-steeplechase"
"Gladys Jerotich ","Kipkemoi","9:16.21","2010","3000-metres-steeplechase"
"Gladys Jerotich ","Kipkemoi","9:16.82","2010","3000-metres-steeplechase"
"Yuliya ","Zaripova","9:17.57","2010","3000-metres-steeplechase"
"Yuliya ","Zaripova","9:17.59","2010","3000-metres-steeplechase"
"Lydia Chebet ","Rotich","9:18.03","2010","3000-metres-steeplechase"
"Jessica ","Augusto","9:18.54","2010","3000-metres-steeplechase"
"Lydia Chebet ","Rotich","9:19.01","2010","3000-metres-steeplechase"
"Milcah Chemos ","Cheywa","9:19.32","2010","3000-metres-steeplechase"
"Milcah Chemos ","Cheywa","9:20.63","2010","3000-metres-steeplechase"
"Sofia ","Assefa","9:20.72","2010","3000-metres-steeplechase"
"Lydia Chebet ","Rotich","9:21.25","2010","3000-metres-steeplechase"
"Lydia Chebet ","Rotich","9:21.38","2010","3000-metres-steeplechase"
"Sofia ","Assefa","9:22.09","2010","3000-metres-steeplechase"
"Milcah Chemos ","Cheywa","9:22.34","2010","3000-metres-steeplechase"
"Milcah Chemos ","Cheywa","9:22.49","2010","3000-metres-steeplechase"
"Almaz ","Ayana","9:22.51","2010","3000-metres-steeplechase"
"Yuliya ","Zaripova","9:22.60","2010","3000-metres-steeplechase"
"Yuliya ","Zaripova","9:23.00","2010","3000-metres-steeplechase"
"Sofia ","Assefa","9:23.45","2010","3000-metres-steeplechase"
"Lydia Chebet ","Rotich","9:23.68","2010","3000-metres-steeplechase"
"Mekdes ","Bekele","9:24.17","2010","3000-metres-steeplechase"
"Sofia ","Assefa","9:24.33","2010","3000-metres-steeplechase"
"Jessica ","Augusto","9:24.37","2010","3000-metres-steeplechase"
"Sofia ","Assefa","9:24.51","2010","3000-metres-steeplechase"
"Lisa ","Aguilera","9:24.84","2010","3000-metres-steeplechase"
"Gladys Jerotich ","Kipkemoi","9:24.96","2010","3000-metres-steeplechase"
"Mekdes ","Bekele","9:25.09","2010","3000-metres-steeplechase"
"Yuliya ","Zaripova","9:25.46","2010","3000-metres-steeplechase"
"Wioletta ","Frankiewicz","9:25.77","2010","3000-metres-steeplechase"
"Milcah Chemos ","Cheywa","9:25.84","2010","3000-metres-steeplechase"
"Sofia ","Assefa","9:26.04","2010","3000-metres-steeplechase"
"Mercy Wanjiku ","Njoroge","9:26.64","2010","3000-metres-steeplechase"
"Milcah Chemos ","Cheywa","9:26.70","2010","3000-metres-steeplechase"
"Almaz ","Ayana","9:26.96","2010","3000-metres-steeplechase"
"Mercy Wanjiku ","Njoroge","9:27.84","2010","3000-metres-steeplechase"
"Lydia Chebet ","Rotich","9:29.24","2010","3000-metres-steeplechase"
"Mercy Wanjiku ","Njoroge","9:29.32","2010","3000-metres-steeplechase"
"Sofia ","Assefa","9:29.53","2010","3000-metres-steeplechase"
"Wioletta ","Frankiewicz","9:29.68","2010","3000-metres-steeplechase"
"Lyubov ","Kharlamova","9:29.82","2010","3000-metres-steeplechase"
"Sofia ","Assefa","9:30.05","2010","3000-metres-steeplechase"
"Hatti ","Dean Archer","9:30.19","2010","3000-metres-steeplechase"
"Lyubov ","Kharlamova","9:30.75","2010","3000-metres-steeplechase"
"Mercy Wanjiku ","Njoroge","9:30.78","2010","3000-metres-steeplechase"
"Katarzyna ","Kowalska","9:30.79","2010","3000-metres-steeplechase"
"Katarzyna ","Kowalska","9:31.16","2010","3000-metres-steeplechase"
"Birtukan ","Adamu","9:31.39","2010","3000-metres-steeplechase"
"Yuliya ","Zaripova","9:07.03","2011","3000-metres-steeplechase"
"Habiba ","Ghribi","9:11.97","2011","3000-metres-steeplechase"
"Milcah Chemos ","Cheywa","9:12.89","2011","3000-metres-steeplechase"
"Sofia ","Assefa","9:15.04","2011","3000-metres-steeplechase"
"Yuliya ","Zaripova","9:15.43","2011","3000-metres-steeplechase"
"Milcah Chemos ","Cheywa","9:16.44","2011","3000-metres-steeplechase"
"Habiba ","Ghribi","9:16.57","2011","3000-metres-steeplechase"
"Mercy Wanjiku ","Njoroge","9:16.94","2011","3000-metres-steeplechase"
"Milcah Chemos ","Cheywa","9:17.16","2011","3000-metres-steeplechase"
"Mercy Wanjiku ","Njoroge","9:17.88","2011","3000-metres-steeplechase"
"Lydia Chebet ","Rotich","9:19.20","2011","3000-metres-steeplechase"
"Milcah Chemos ","Cheywa","9:19.87","2011","3000-metres-steeplechase"
"Mercy Wanjiku ","Njoroge","9:20.09","2011","3000-metres-steeplechase"
"Habiba ","Ghribi","9:20.33","2011","3000-metres-steeplechase"
"Birtukan ","Adamu","9:20.37","2011","3000-metres-steeplechase"
"Sofia ","Assefa","9:20.50","2011","3000-metres-steeplechase"
"Mercy Wanjiku ","Njoroge","9:20.51","2011","3000-metres-steeplechase"
"Habiba ","Ghribi","9:21.02","2011","3000-metres-steeplechase"
"Sofia ","Assefa","9:21.20","2011","3000-metres-steeplechase"
"Milcah Chemos ","Cheywa","9:21.41","2011","3000-metres-steeplechase"
"Milcah Chemos ","Cheywa","9:22.80","2011","3000-metres-steeplechase"
"Yuliya ","Zaripova","9:23.82","2011","3000-metres-steeplechase"
"Hiwot ","Ayalew","9:23.88","2011","3000-metres-steeplechase"
"Habiba ","Ghribi","9:24.56","2011","3000-metres-steeplechase"
"Mercy Wanjiku ","Njoroge","9:24.95","2011","3000-metres-steeplechase"
"Sofia ","Assefa","9:25.08","2011","3000-metres-steeplechase"
"Lydia Chebet ","Rotich","9:25.16","2011","3000-metres-steeplechase"
"Lydia Chebet ","Rotich","9:25.74","2011","3000-metres-steeplechase"
"Sofia ","Assefa","9:25.87","2011","3000-metres-steeplechase"
"Hanane ","Ouhaddou","9:25.96","2011","3000-metres-steeplechase"
"Lyudmila ","Remeslova","9:26.03","2011","3000-metres-steeplechase"
"Hiwot ","Ayalew","9:26.25","2011","3000-metres-steeplechase"
"Birtukan ","Adamu","9:26.31","2011","3000-metres-steeplechase"
"Mekdes ","Bekele","9:26.51","2011","3000-metres-steeplechase"
"Milcah Chemos ","Cheywa","9:27.29","2011","3000-metres-steeplechase"
"Sofia ","Assefa","9:27.37","2011","3000-metres-steeplechase"
"Mercy Wanjiku ","Njoroge","9:27.45","2011","3000-metres-steeplechase"
"Sofia ","Assefa","9:28.24","2011","3000-metres-steeplechase"
"Birtukan ","Fente","9:28.27","2011","3000-metres-steeplechase"
"Birtukan ","Fente","9:28.82","2011","3000-metres-steeplechase"
"Lyubov ","Kharlamova","9:29.39","2011","3000-metres-steeplechase"
"Gulnara ","Galkina","9:29.75","2011","3000-metres-steeplechase"
"Almaz ","Ayana","9:30.23","2011","3000-metres-steeplechase"
"Birtukan ","Fente","9:30.25","2011","3000-metres-steeplechase"
"Almaz ","Ayana","9:30.27","2011","3000-metres-steeplechase"
"Hiwot ","Ayalew","9:30.69","2011","3000-metres-steeplechase"
"Lidya ","Chepkurui","9:30.73","2011","3000-metres-steeplechase"
"Gulnara ","Galkina","9:31.20","2011","3000-metres-steeplechase"
"Milcah Chemos ","Cheywa","9:32.0 A","2011","3000-metres-steeplechase"
"Gulnara ","Galkina","9:32.07","2011","3000-metres-steeplechase"
"Milcah Chemos ","Cheywa","9:07.14","2012","3000-metres-steeplechase"
"Habiba ","Ghribi","9:08.37","2012","3000-metres-steeplechase"
"Sofia ","Assefa","9:09.00","2012","3000-metres-steeplechase"
"Hiwot ","Ayalew","9:09.61","2012","3000-metres-steeplechase"
"Sofia ","Assefa","9:09.84","2012","3000-metres-steeplechase"
"Milcah Chemos ","Cheywa","9:09.88","2012","3000-metres-steeplechase"
"Habiba ","Ghribi","9:10.36","2012","3000-metres-steeplechase"
"Hiwot ","Ayalew","9:12.98","2012","3000-metres-steeplechase"
"Gülcan ","Mingir","9:13.53","2012","3000-metres-steeplechase"
"Milcah Chemos ","Cheywa","9:13.69","2012","3000-metres-steeplechase"
"Etenesh ","Diro","9:14.07","2012","3000-metres-steeplechase"
"Lidya ","Chepkurui","9:14.98","2012","3000-metres-steeplechase"
"Sofia ","Assefa","9:15.45","2012","3000-metres-steeplechase"
"Milcah Chemos ","Cheywa","9:15.81","2012","3000-metres-steeplechase"
"Hiwot ","Ayalew","9:15.84","2012","3000-metres-steeplechase"
"Hiwot ","Ayalew","9:16.14","2012","3000-metres-steeplechase"
"Sofia ","Assefa","9:16.83","2012","3000-metres-steeplechase"
"Etenesh ","Diro","9:19.89","2012","3000-metres-steeplechase"
"Etenesh ","Diro","9:21.54","2012","3000-metres-steeplechase"
"Sofia ","Assefa","9:21.64","2012","3000-metres-steeplechase"
"Antje ","Möldner-Schmidt","9:21.78","2012","3000-metres-steeplechase"
"Lidya ","Chepkurui","9:22.27","2012","3000-metres-steeplechase"
"Lidya ","Chepkurui","9:22.66","2012","3000-metres-steeplechase"
"Gesa Felicitas ","Krause","9:23.52","2012","3000-metres-steeplechase"
"Lidya ","Chepkurui","9:23.52","2012","3000-metres-steeplechase"
"Hyvin Kiyeng ","Jepkemoi","9:23.53","2012","3000-metres-steeplechase"
"Emma ","Coburn","9:23.54","2012","3000-metres-steeplechase"
"Hiwot ","Ayalew","9:24.01","2012","3000-metres-steeplechase"
"Barbara ","Parker","9:24.24","2012","3000-metres-steeplechase"
"Lidya ","Chepkurui","9:24.43","2012","3000-metres-steeplechase"
"Gulnara ","Galkina","9:24.60","2012","3000-metres-steeplechase"
"Gesa Felicitas ","Krause","9:24.91","2012","3000-metres-steeplechase"
"Etenesh ","Diro","9:24.97","2012","3000-metres-steeplechase"
"Mercy Wanjiku ","Njoroge","9:25.21","2012","3000-metres-steeplechase"
"Emma ","Coburn","9:25.28","2012","3000-metres-steeplechase"
"Hiwot ","Ayalew","9:25.29","2012","3000-metres-steeplechase"
"Etenesh ","Diro","9:25.31","2012","3000-metres-steeplechase"
"Sofia ","Assefa","9:25.42","2012","3000-metres-steeplechase"
"Ancuta ","Bobocel","9:25.70","2012","3000-metres-steeplechase"
"Zemzem ","Ahmed","9:25.85","2012","3000-metres-steeplechase"
"Gulnara ","Galkina","9:25.92","2012","3000-metres-steeplechase"
"Mercy Wanjiku ","Njoroge","9:25.99","2012","3000-metres-steeplechase"
"Mercy Wanjiku ","Njoroge","9:26.50","2012","3000-metres-steeplechase"
"Antje ","Möldner-Schmidt","9:26.57","2012","3000-metres-steeplechase"
"Mercy Wanjiku ","Njoroge","9:26.73","2012","3000-metres-steeplechase"
"Hiwot ","Ayalew","9:26.99","2012","3000-metres-steeplechase"
"Milcah Chemos ","Cheywa","9:27.09","2012","3000-metres-steeplechase"
"Mercy Wanjiku ","Njoroge","9:27.20","2012","3000-metres-steeplechase"
"Polina ","Jelizarova","9:27.21","2012","3000-metres-steeplechase"
"Ancuta ","Bobocel","9:27.24","2012","3000-metres-steeplechase"
"Milcah Chemos ","Cheywa","9:11.65","2013","3000-metres-steeplechase"
"Lidya ","Chepkurui","9:12.55","2013","3000-metres-steeplechase"
"Sofia ","Assefa","9:12.84","2013","3000-metres-steeplechase"
"Lidya ","Chepkurui","9:13.75","2013","3000-metres-steeplechase"
"Milcah Chemos ","Cheywa","9:14.17","2013","3000-metres-steeplechase"
"Sofia ","Assefa","9:14.61","2013","3000-metres-steeplechase"
"Milcah Chemos ","Cheywa","9:15.06","2013","3000-metres-steeplechase"
"Lidya ","Chepkurui","9:15.18","2013","3000-metres-steeplechase"
"Hiwot ","Ayalew","9:15.25","2013","3000-metres-steeplechase"
"Sofia ","Assefa","9:15.26","2013","3000-metres-steeplechase"
"Hiwot ","Ayalew","9:15.85","2013","3000-metres-steeplechase"
"Milcah Chemos ","Cheywa","9:16.14","2013","3000-metres-steeplechase"
"Etenesh ","Diro","9:16.97","2013","3000-metres-steeplechase"
"Milcah Chemos ","Cheywa","9:17.43","2013","3000-metres-steeplechase"
"Hiwot ","Ayalew","9:17.60","2013","3000-metres-steeplechase"
"Hiwot ","Ayalew","9:17.66","2013","3000-metres-steeplechase"
"Sofia ","Assefa","9:17.69","2013","3000-metres-steeplechase"
"Etenesh ","Diro","9:17.78","2013","3000-metres-steeplechase"
"Milcah Chemos ","Cheywa","9:17.92","2013","3000-metres-steeplechase"
"Sofia ","Assefa","9:17.97","2013","3000-metres-steeplechase"
"Lidya ","Chepkurui","9:18.10","2013","3000-metres-steeplechase"
"Hiwot ","Ayalew","9:18.72","2013","3000-metres-steeplechase"
"Lidya ","Chepkurui","9:18.77","2013","3000-metres-steeplechase"
"Hiwot ","Ayalew","9:18.83","2013","3000-metres-steeplechase"
"Milcah Chemos ","Cheywa","9:19.17","2013","3000-metres-steeplechase"
"Purity Cherotich ","Kirui","9:19.42","2013","3000-metres-steeplechase"
"Hiwot ","Ayalew","9:19.87","2013","3000-metres-steeplechase"
"Sofia ","Assefa","9:21.24","2013","3000-metres-steeplechase"
"Lidya ","Chepkurui","9:21.94","2013","3000-metres-steeplechase"
"Hyvin Kiyeng ","Jepkemoi","9:22.05","2013","3000-metres-steeplechase"
"Habiba ","Ghribi","9:22.20","2013","3000-metres-steeplechase"
"Hiwot ","Ayalew","9:22.76","2013","3000-metres-steeplechase"
"Etenesh ","Diro","9:22.87","2013","3000-metres-steeplechase"
"Etenesh ","Diro","9:22.87","2013","3000-metres-steeplechase"
"Lidya ","Chepkurui","9:23.00","2013","3000-metres-steeplechase"
"Etenesh ","Diro","9:24.02","2013","3000-metres-steeplechase"
"Lidya ","Chepkurui","9:24.19","2013","3000-metres-steeplechase"
"Etenesh ","Diro","9:24.40","2013","3000-metres-steeplechase"
"Purity Cherotich ","Kirui","9:24.42","2013","3000-metres-steeplechase"
"Hiwot ","Ayalew","9:24.49","2013","3000-metres-steeplechase"
"Purity Cherotich ","Kirui","9:25.72","2013","3000-metres-steeplechase"
"Lydia Chebet ","Rotich","9:26.31","2013","3000-metres-steeplechase"
"Purity Cherotich ","Kirui","9:26.50","2013","3000-metres-steeplechase"
"Etenesh ","Diro","9:26.60","2013","3000-metres-steeplechase"
"Almaz ","Ayana","9:27.49","2013","3000-metres-steeplechase"
"Fancy ","Cherotich","9:28.04","2013","3000-metres-steeplechase"
"Emma ","Coburn","9:28.26","2013","3000-metres-steeplechase"
"Hiwot ","Ayalew","9:28.72","2013","3000-metres-steeplechase"
"Etenesh ","Diro","9:28.90","2013","3000-metres-steeplechase"
"Etenesh ","Diro","9:28.96","2013","3000-metres-steeplechase"
"Hiwot ","Ayalew","9:10.64","2014","3000-metres-steeplechase"
"Sofia ","Assefa","9:11.39","2014","3000-metres-steeplechase"
"Emma ","Coburn","9:11.42","2014","3000-metres-steeplechase"
"Hiwot ","Ayalew","9:11.65","2014","3000-metres-steeplechase"
"Hiwot ","Ayalew","9:12.89","2014","3000-metres-steeplechase"
"Emma ","Coburn","9:14.12","2014","3000-metres-steeplechase"
"Habiba ","Ghribi","9:15.23","2014","3000-metres-steeplechase"
"Hiwot ","Ayalew","9:17.04","2014","3000-metres-steeplechase"
"Emma ","Coburn","9:17.84","2014","3000-metres-steeplechase"
"Habiba ","Ghribi","9:18.39","2014","3000-metres-steeplechase"
"Sofia ","Assefa","9:18.58","2014","3000-metres-steeplechase"
"Sofia ","Assefa","9:18.71","2014","3000-metres-steeplechase"
"Hiwot ","Ayalew","9:19.29","2014","3000-metres-steeplechase"
"Etenesh ","Diro","9:19.71","2014","3000-metres-steeplechase"
"Emma ","Coburn","9:19.72","2014","3000-metres-steeplechase"
"Sofia ","Assefa","9:19.79","2014","3000-metres-steeplechase"
"Emma ","Coburn","9:19.80","2014","3000-metres-steeplechase"
"Emma ","Coburn","9:20.31","2014","3000-metres-steeplechase"
"Ruth ","Jebet","9:20.55","2014","3000-metres-steeplechase"
"Salima ","Elouali Alami","9:21.24","2014","3000-metres-steeplechase"
"Habiba ","Ghribi","9:21.73","2014","3000-metres-steeplechase"
"Milcah Chemos ","Cheywa","9:21.91","2014","3000-metres-steeplechase"
"Sofia ","Assefa","9:22.02","2014","3000-metres-steeplechase"
"Hyvin Kiyeng ","Jepkemoi","9:22.58","2014","3000-metres-steeplechase"
"Salima ","Elouali Alami","9:23.27","2014","3000-metres-steeplechase"
"Purity Cherotich ","Kirui","9:23.43","2014","3000-metres-steeplechase"
"Emma ","Coburn","9:23.89","2014","3000-metres-steeplechase"
"Charlotta ","Fougberg","9:23.96","2014","3000-metres-steeplechase"
"Hyvin Kiyeng ","Jepkemoi","9:24.03","2014","3000-metres-steeplechase"
"Lidya ","Chepkurui","9:24.07","2014","3000-metres-steeplechase"
"Hiwot ","Ayalew","9:24.11","2014","3000-metres-steeplechase"
"Stephanie ","Garcia","9:24.28","2014","3000-metres-steeplechase"
"Stephanie ","Garcia","9:24.35","2014","3000-metres-steeplechase"
"Nicole ","Bush","9:24.59","2014","3000-metres-steeplechase"
"Sandra ","Eriksson","9:24.70","2014","3000-metres-steeplechase"
"Purity Cherotich ","Kirui","9:25.68","2014","3000-metres-steeplechase"
"Etenesh ","Diro","9:25.69","2014","3000-metres-steeplechase"
"Sofia ","Assefa","9:25.76","2014","3000-metres-steeplechase"
"Milcah Chemos ","Cheywa","9:26.49","2014","3000-metres-steeplechase"
"Ruth ","Jebet","9:26.94","2014","3000-metres-steeplechase"
"Purity Cherotich ","Kirui","9:26.95","2014","3000-metres-steeplechase"
"Hiwot ","Ayalew","9:27.25","2014","3000-metres-steeplechase"
"Birtukan ","Adamu","9:27.29","2014","3000-metres-steeplechase"
"Lidya ","Chepkurui","9:27.42","2014","3000-metres-steeplechase"
"Ashley ","Higginson","9:27.59","2014","3000-metres-steeplechase"
"Salima ","Elouali Alami","9:27.84","2014","3000-metres-steeplechase"
"Ruth ","Jebet","9:27.90","2014","3000-metres-steeplechase"
"Sviatlana ","Kudzelich","9:27.95","2014","3000-metres-steeplechase"
"Tigest ","Getent","9:28.36","2014","3000-metres-steeplechase"
"Stephanie ","Garcia","9:28.96","2014","3000-metres-steeplechase"
"Habiba ","Ghribi","9:05.36","2015","3000-metres-steeplechase"
"Hyvin Kiyeng ","Jepkemoi","9:10.15","2015","3000-metres-steeplechase"
"Habiba ","Ghribi","9:11.28","2015","3000-metres-steeplechase"
"Hyvin Kiyeng ","Jepkemoi","9:12.51","2015","3000-metres-steeplechase"
"Sofia ","Assefa","9:12.63","2015","3000-metres-steeplechase"
"Virginia Nyambura ","Nganga","9:13.85","2015","3000-metres-steeplechase"
"Hiwot ","Ayalew","9:14.73","2015","3000-metres-steeplechase"
"Hiwot ","Ayalew","9:14.98","2015","3000-metres-steeplechase"
"Hyvin Kiyeng ","Jepkemoi","9:15.08","2015","3000-metres-steeplechase"
"Emma ","Coburn","9:15.59","2015","3000-metres-steeplechase"
"Virginia Nyambura ","Nganga","9:15.75","2015","3000-metres-steeplechase"
"Hiwot ","Ayalew","9:16.87","2015","3000-metres-steeplechase"
"Virginia Nyambura ","Nganga","9:16.99","2015","3000-metres-steeplechase"
"Hiwot ","Ayalew","9:17.22","2015","3000-metres-steeplechase"
"Purity Cherotich ","Kirui","9:17.74","2015","3000-metres-steeplechase"
"Purity Cherotich ","Kirui","9:17.89","2015","3000-metres-steeplechase"
"Hyvin Kiyeng ","Jepkemoi","9:19.11","2015","3000-metres-steeplechase"
"Habiba ","Ghribi","9:19.24","2015","3000-metres-steeplechase"
"Gesa Felicitas ","Krause","9:19.25","2015","3000-metres-steeplechase"
"Sofia ","Assefa","9:20.01","2015","3000-metres-steeplechase"
"Gesa Felicitas ","Krause","9:20.15","2015","3000-metres-steeplechase"
"Virginia Nyambura ","Nganga","9:20.38","2015","3000-metres-steeplechase"
"Lidya ","Chepkurui","9:20.44","2015","3000-metres-steeplechase"
"Salima ","Elouali Alami","9:20.64","2015","3000-metres-steeplechase"
"Tigest ","Getent","9:20.65","2015","3000-metres-steeplechase"
"Emma ","Coburn","9:20.67","2015","3000-metres-steeplechase"
"Ruth ","Jebet","9:21.40","2015","3000-metres-steeplechase"
"Virginia Nyambura ","Nganga","9:21.51","2015","3000-metres-steeplechase"
"Hiwot ","Ayalew","9:21.54","2015","3000-metres-steeplechase"
"Madeline ","Heiner Hills","9:21.56","2015","3000-metres-steeplechase"
"Emma ","Coburn","9:21.78","2015","3000-metres-steeplechase"
"Hyvin Kiyeng ","Jepkemoi","9:22.11","2015","3000-metres-steeplechase"
"Sofia ","Assefa","9:23.04","2015","3000-metres-steeplechase"
"Stephanie ","Garcia","9:23.48","2015","3000-metres-steeplechase"
"Emma ","Coburn","9:23.91","2015","3000-metres-steeplechase"
"Virginia Nyambura ","Nganga","9:24.01","2015","3000-metres-steeplechase"
"Hiwot ","Ayalew","9:24.27","2015","3000-metres-steeplechase"
"Habiba ","Ghribi","9:24.38","2015","3000-metres-steeplechase"
"Birtukan ","Fente","9:24.91","2015","3000-metres-steeplechase"
"Colleen ","Quigley","9:24.92","2015","3000-metres-steeplechase"
"Gesa Felicitas ","Krause","9:24.92","2015","3000-metres-steeplechase"
"Hyvin Kiyeng ","Jepkemoi","9:25.20","2015","3000-metres-steeplechase"
"Stephanie ","Garcia","9:25.20","2015","3000-metres-steeplechase"
"Hiwot ","Ayalew","9:25.26","2015","3000-metres-steeplechase"
"Hiwot ","Ayalew","9:25.55","2015","3000-metres-steeplechase"
"Ekaterina ","Sokolenko","9:25.77","2015","3000-metres-steeplechase"
"Rosefline ","Chepngetich","9:25.91","2015","3000-metres-steeplechase"
"Hyvin Kiyeng ","Jepkemoi","9:26.19","2015","3000-metres-steeplechase"
"Virginia Nyambura ","Nganga","9:26.21","2015","3000-metres-steeplechase"
"Sofia ","Assefa","9:26.47","2015","3000-metres-steeplechase"
"Ruth ","Jebet","8:52.78","2016","3000-metres-steeplechase"
"Ruth ","Jebet","8:59.75","2016","3000-metres-steeplechase"
"Ruth ","Jebet","8:59.97","2016","3000-metres-steeplechase"
"Hyvin Kiyeng ","Jepkemoi","9:00.01","2016","3000-metres-steeplechase"
"Hyvin Kiyeng ","Jepkemoi","9:01.96","2016","3000-metres-steeplechase"
"Ruth ","Jebet","9:07.00","2016","3000-metres-steeplechase"
"Hyvin Kiyeng ","Jepkemoi","9:07.12","2016","3000-metres-steeplechase"
"Hyvin Kiyeng ","Jepkemoi","9:07.42","2016","3000-metres-steeplechase"
"Emma ","Coburn","9:07.63","2016","3000-metres-steeplechase"
"Ruth ","Jebet","9:08.37","2016","3000-metres-steeplechase"
"Hyvin Kiyeng ","Jepkemoi","9:09.57","2016","3000-metres-steeplechase"
"Hyvin Kiyeng ","Jepkemoi","9:10.15","2016","3000-metres-steeplechase"
"Emma ","Coburn","9:10.19","2016","3000-metres-steeplechase"
"Emma ","Coburn","9:10.76","2016","3000-metres-steeplechase"
"Beatrice ","Chepkoech","9:10.86","2016","3000-metres-steeplechase"
"Ruth ","Jebet","9:12.62","2016","3000-metres-steeplechase"
"Sofia ","Assefa","9:13.09","2016","3000-metres-steeplechase"
"Genevieve ","LaCaze","9:14.28","2016","3000-metres-steeplechase"
"Ruth ","Jebet","9:15.98","2016","3000-metres-steeplechase"
"Beatrice ","Chepkoech","9:16.05","2016","3000-metres-steeplechase"
"Etenesh ","Diro","9:16.87","2016","3000-metres-steeplechase"
"Sofia ","Assefa","9:17.15","2016","3000-metres-steeplechase"
"Beatrice ","Chepkoech","9:17.41","2016","3000-metres-steeplechase"
"Emma ","Coburn","9:17.42","2016","3000-metres-steeplechase"
"Emma ","Coburn","9:17.48","2016","3000-metres-steeplechase"
"Beatrice ","Chepkoech","9:17.55","2016","3000-metres-steeplechase"
"Emma ","Coburn","9:18.12","2016","3000-metres-steeplechase"
"Sofia ","Assefa","9:18.16","2016","3000-metres-steeplechase"
"Gesa Felicitas ","Krause","9:18.41","2016","3000-metres-steeplechase"
"Sofia ","Assefa","9:18.53","2016","3000-metres-steeplechase"
"Habiba ","Ghribi","9:18.71","2016","3000-metres-steeplechase"
"Sofia ","Assefa","9:18.75","2016","3000-metres-steeplechase"
"Leah ","O'Connor","9:18.85","2016","3000-metres-steeplechase"
"Gesa Felicitas ","Krause","9:18.85","2016","3000-metres-steeplechase"
"Virginia Nyambura ","Nganga","9:18.95","2016","3000-metres-steeplechase"
"Beatrice ","Chepkoech","9:19.37","2016","3000-metres-steeplechase"
"Etenesh ","Diro","9:19.40","2016","3000-metres-steeplechase"
"Stephanie ","Garcia","9:19.48","2016","3000-metres-steeplechase"
