"first_name","second_name","time","year","distance"
"Gesa Felicitas ","Krause","9:19.70","2016","3000-metres-steeplechase"
"Lalita Shivaji ","Babar","9:19.76","2016","3000-metres-steeplechase"
"Colleen ","Quigley","9:20.00","2016","3000-metres-steeplechase"
"Madeline ","Heiner Hills","9:20.38","2016","3000-metres-steeplechase"
"Courtney ","Frerichs","9:20.92","2016","3000-metres-steeplechase"
"Sofia ","Assefa","9:21.07","2016","3000-metres-steeplechase"
"Colleen ","Quigley","9:21.10","2016","3000-metres-steeplechase"
"Virginia Nyambura ","Nganga","9:21.15","2016","3000-metres-steeplechase"
"Genevieve ","LaCaze","9:21.21","2016","3000-metres-steeplechase"
"Colleen ","Quigley","9:21.29","2016","3000-metres-steeplechase"
"Habiba ","Ghribi","9:21.35","2016","3000-metres-steeplechase"
"Etenesh ","Diro","9:21.49","2016","3000-metres-steeplechase"
"Gete ","Wami","14:30.88","2000","5000-metres"
"Leah Jemeli ","Malot","14:39.83","2000","5000-metres"
"Gabriela ","Szabo","14:40.61","2000","5000-metres"
"Gabriela ","Szabo","14:40.79","2000","5000-metres"
"Sonia ","O'Sullivan","14:41.02","2000","5000-metres"
"Ayelech ","Worku","14:41.23","2000","5000-metres"
"Gete ","Wami","14:42.23","2000","5000-metres"
"Ayelech ","Worku","14:42.67","2000","5000-metres"
"Olga ","Yegorova","14:42.91","2000","5000-metres"
"Irina ","Mikitenko","14:43.59","2000","5000-metres"
"Gete ","Wami","14:44.34","2000","5000-metres"
"Paula ","Radcliffe","14:44.36","2000","5000-metres"
"Derartu ","Tulu","14:44.57","2000","5000-metres"
"Regina ","Jacobs","14:45.35","2000","5000-metres"
"Ayelech ","Worku","14:45.50","2000","5000-metres"
"Tegla ","Loroupe","14:45.95","2000","5000-metres"
"Tegla ","Loroupe","14:46.70","2000","5000-metres"
"Lydia ","Cheromei","14:47.35","2000","5000-metres"
"Werknesh ","Kidane","14:47.40","2000","5000-metres"
"Jelena ","Prokopcuka","14:47.71","2000","5000-metres"
"Yamna ","Oubouhou","14:47.79","2000","5000-metres"
"Tegla ","Loroupe","14:48.04","2000","5000-metres"
"Lydia ","Cheromei","14:48.09","2000","5000-metres"
"Asmae ","Leghzaoui","14:48.31","2000","5000-metres"
"Olga ","Yegorova","14:50.31","2000","5000-metres"
"Lydia ","Cheromei","14:50.75","2000","5000-metres"
"Deena ","Kastor","14:51.62","2000","5000-metres"
"Berhane ","Adere","14:52.61","2000","5000-metres"
"Tatyana ","Tomashova","14:53.00","2000","5000-metres"
"Sally ","Barsosio","14:53.61","2000","5000-metres"
"Irina ","Mikitenko","14:54.30","2000","5000-metres"
"Jelena ","Prokopcuka","14:55.46","2000","5000-metres"
"Rose ","Cheruiyot","14:55.88","2000","5000-metres"
"Irina ","Mikitenko","14:56.46","2000","5000-metres"
"Daniela ","Yordanova","14:56.95","2000","5000-metres"
"Yamna ","Oubouhou","14:57.05","2000","5000-metres"
"Leah Jemeli ","Malot","14:57.23","2000","5000-metres"
"Elana ","Meyer","14:57.48","2000","5000-metres"
"Rose ","Cheruiyot","14:58.07","2000","5000-metres"
"Leah Jemeli ","Malot","14:58.14","2000","5000-metres"
"Joanne ","Pavey","14:58.27","2000","5000-metres"
"Elana ","Meyer","14:58.86","2000","5000-metres"
"Irina ","Mikitenko","14:59.26","2000","5000-metres"
"Werknesh ","Kidane","14:59.31","2000","5000-metres"
"Tatyana ","Tomashova","15:01.28","2000","5000-metres"
"Fernanda ","Ribeiro","15:01.49","2000","5000-metres"
"Yanmei ","Dong","15:03.99","2000","5000-metres"
"Tatyana ","Tomashova","15:05.18","2000","5000-metres"
"Paula ","Radcliffe","15:05.48","2000","5000-metres"
"Olga ","Yegorova","15:05.52","2000","5000-metres"
"Paula ","Radcliffe","14:31.42","2002","5000-metres"
"Berhane ","Adere","14:33.65","2002","5000-metres"
"Gabriela ","Szabo","14:34.29","2002","5000-metres"
"Yingjie ","Sun","14:40.41","2002","5000-metres"
"Berhane ","Adere","14:41.43","2002","5000-metres"
"Werknesh ","Kidane","14:43.53","2002","5000-metres"
"Gabriela ","Szabo","14:46.86","2002","5000-metres"
"Sonia ","O'Sullivan","14:46.97","2002","5000-metres"
"Berhane ","Adere","14:46.99","2002","5000-metres"
"Benita ","Willis","14:47.60","2002","5000-metres"
"Tatyana ","Tomashova","14:47.85","2002","5000-metres"
"Edith ","Masai","14:48.14","2002","5000-metres"
"Olga ","Yegorova","14:48.29","2002","5000-metres"
"Joanne ","Pavey","14:48.66","2002","5000-metres"
"Ayelech ","Worku","14:48.99","2002","5000-metres"
"Tirunesh ","Dibaba","14:49.90","2002","5000-metres"
"Asmae ","Leghzaoui","14:51.71","2002","5000-metres"
"Edith ","Masai","14:53.76","2002","5000-metres"
"Edith ","Masai","14:53.77","2002","5000-metres"
"Sentayehu ","Ejigu","14:53.99","2002","5000-metres"
"Berhane ","Adere","14:54.46","2002","5000-metres"
"Asmae ","Leghzaoui","14:55.10","2002","5000-metres"
"Kayoko ","Fukushi","14:55.19","2002","5000-metres"
"Kayoko ","Fukushi","14:55.21","2002","5000-metres"
"Tatyana ","Tomashova","14:55.22","2002","5000-metres"
"Gabriela ","Szabo","14:55.48","2002","5000-metres"
"Susan Chepkemei ","Kapkama","15:00.05","2002","5000-metres"
"Ebru ","Kavaklioglu","15:00.45","2002","5000-metres"
"Elvan ","Abeylegesse","15:00.49","2002","5000-metres"
"Leah Jemeli ","Malot","15:00.88","2002","5000-metres"
"Zhor ","El Kamch","15:01.34","2002","5000-metres"
"Isabella Bosibori ","Ochichi","15:01.42","2002","5000-metres"
"Benita ","Willis","15:01.44","2002","5000-metres"
"Isabella Bosibori ","Ochichi","15:01.89","2002","5000-metres"
"Katalin ","Szentgyörgyi","15:02.00","2002","5000-metres"
"Kayoko ","Fukushi","15:02.08","2002","5000-metres"
"Werknesh ","Kidane","15:03.05","2002","5000-metres"
"Leah Jemeli ","Malot","15:04.16","2002","5000-metres"
"Kayoko ","Fukushi","15:04.27","2002","5000-metres"
"Isabella Bosibori ","Ochichi","15:04.34","2002","5000-metres"
"Tegla ","Loroupe","15:04.48","2002","5000-metres"
"Kayoko ","Fukushi","15:04.54","2002","5000-metres"
"Tirunesh ","Dibaba","15:04.54","2002","5000-metres"
"Lidia ","Chojecka","15:04.88","2002","5000-metres"
"Werknesh ","Kidane","15:05.05","2002","5000-metres"
"Edith ","Masai","15:05.31","2002","5000-metres"
"Berhane ","Adere","15:05.98","2002","5000-metres"
"Iness Chepkesis ","Chenonge","15:06.06","2002","5000-metres"
"Joanne ","Pavey","15:06.34","2002","5000-metres"
"Susan Chepkemei ","Kapkama","15:06.96","2002","5000-metres"
"Berhane ","Adere","14:29.32","2003","5000-metres"
"Werknesh ","Kidane","14:33.04","2003","5000-metres"
"Tirunesh ","Dibaba","14:39.94","2003","5000-metres"
"Meseret ","Defar","14:40.34","2003","5000-metres"
"Gabriela ","Szabo","14:41.35","2003","5000-metres"
"Ejegayehu ","Dibaba","14:41.67","2003","5000-metres"
"Tirunesh ","Dibaba","14:41.97","2003","5000-metres"
"Zhor ","El Kamch","14:42.53","2003","5000-metres"
"Berhane ","Adere","14:42.89","2003","5000-metres"
"Meseret ","Defar","14:43.46","2003","5000-metres"
"Derartu ","Tulu","14:44.22","2003","5000-metres"
"Werknesh ","Kidane","14:44.40","2003","5000-metres"
"Edith ","Masai","14:45.35","2003","5000-metres"
"Tirunesh ","Dibaba","14:45.96","2003","5000-metres"
"Yingjie ","Sun","14:46.73","2003","5000-metres"
"Zahra ","Ouaziz","14:47.45","2003","5000-metres"
"Isabella Bosibori ","Ochichi","14:47.70","2003","5000-metres"
"Marta ","Domínguez","14:48.33","2003","5000-metres"
"Edith ","Masai","14:50.60","2003","5000-metres"
"Edith ","Masai","14:50.78","2003","5000-metres"
"Yelena ","Zadorozhnaya","14:51.61","2003","5000-metres"
"Tirunesh ","Dibaba","14:51.72","2003","5000-metres"
"Gabriela ","Szabo","14:51.75","2003","5000-metres"
"Marta ","Domínguez","14:52.26","2003","5000-metres"
"Edith ","Masai","14:52.30","2003","5000-metres"
"Isabella Bosibori ","Ochichi","14:52.33","2003","5000-metres"
"Yelena ","Zadorozhnaya","14:52.36","2003","5000-metres"
"Derartu ","Tulu","14:52.64","2003","5000-metres"
"Zahra ","Ouaziz","14:52.66","2003","5000-metres"
"Isabella Bosibori ","Ochichi","14:53.51","2003","5000-metres"
"Elvan ","Abeylegesse","14:53.56","2003","5000-metres"
"Isabella Bosibori ","Ochichi","14:54.08","2003","5000-metres"
"Gulnara ","Galkina","14:54.38","2003","5000-metres"
"Benita ","Willis","14:54.52","2003","5000-metres"
"Zahra ","Ouaziz","14:54.85","2003","5000-metres"
"Elvan ","Abeylegesse","14:54.95","2003","5000-metres"
"Courtney ","Babcock","14:54.98","2003","5000-metres"
"Olga ","Yegorova","14:55.19","2003","5000-metres"
"Sonia ","O'Sullivan","14:55.50","2003","5000-metres"
"Berhane ","Adere","14:56.01","2003","5000-metres"
"Elvan ","Abeylegesse","14:56.25","2003","5000-metres"
"Lornah ","Kiplagat","14:56.43","2003","5000-metres"
"Isabella Bosibori ","Ochichi","14:56.63","2003","5000-metres"
"Irina ","Mikitenko","14:56.64","2003","5000-metres"
"Yelena ","Zadorozhnaya","14:56.70","2003","5000-metres"
"Gabriela ","Szabo","14:56.70","2003","5000-metres"
"Derartu ","Tulu","14:56.93","2003","5000-metres"
"Yingjie ","Sun","14:57.01","2003","5000-metres"
"Tirunesh ","Dibaba","14:57.87","2003","5000-metres"
"Berhane ","Adere","14:58.07","2003","5000-metres"
"Elvan ","Abeylegesse","14:24.68","2004","5000-metres"
"Paula ","Radcliffe","14:29.11","2004","5000-metres"
"Tirunesh ","Dibaba","14:30.88","2004","5000-metres"
"Ejegayehu ","Dibaba","14:32.74","2004","5000-metres"
"Sentayehu ","Ejigu","14:35.18","2004","5000-metres"
"Berhane ","Adere","14:36.92","2004","5000-metres"
"Ejegayehu ","Dibaba","14:37.99","2004","5000-metres"
"Werknesh ","Kidane","14:38.05","2004","5000-metres"
"Edith ","Masai","14:42.64","2004","5000-metres"
"Margaret ","Maury","14:43.90","2004","5000-metres"
"Meseret ","Defar","14:44.81","2004","5000-metres"
"Meseret ","Defar","14:45.65","2004","5000-metres"
"Isabella Bosibori ","Ochichi","14:46.42","2004","5000-metres"
"Derartu ","Tulu","14:46.51","2004","5000-metres"
"Tirunesh ","Dibaba","14:47.43","2004","5000-metres"
"Isabella Bosibori ","Ochichi","14:48.19","2004","5000-metres"
"Joanne ","Pavey","14:49.11","2004","5000-metres"
"Edith ","Masai","14:49.16","2004","5000-metres"
"Tirunesh ","Dibaba","14:51.83","2004","5000-metres"
"Liliya ","Shobukhova","14:52.19","2004","5000-metres"
"Meseret ","Defar","14:52.39","2004","5000-metres"
"Alice Jemeli ","Timbilili","14:53.17","2004","5000-metres"
"Gulnara ","Galkina","14:53.70","2004","5000-metres"
"Priscah Jepleting ","Cherono","14:54.24","2004","5000-metres"
"Elvan ","Abeylegesse","14:54.80","2004","5000-metres"
"Joanne ","Pavey","14:55.04","2004","5000-metres"
"Yelena ","Zadorozhnaya","14:55.31","2004","5000-metres"
"Irina ","Mikitenko","14:55.43","2004","5000-metres"
"Joanne ","Pavey","14:55.45","2004","5000-metres"
"Yelena ","Zadorozhnaya","14:55.52","2004","5000-metres"
"Isabella Bosibori ","Ochichi","14:55.69","2004","5000-metres"
"Isabella Bosibori ","Ochichi","14:55.95","2004","5000-metres"
"Huina ","Xing","14:56.01","2004","5000-metres"
"Margaret ","Maury","14:56.79","2004","5000-metres"
"Lornah ","Kiplagat","14:56.89","2004","5000-metres"
"Lucy Wangui ","Kabuu","14:57.09","2004","5000-metres"
"Kayoko ","Fukushi","14:57.73","2004","5000-metres"
"Joanne ","Pavey","14:57.87","2004","5000-metres"
"Liliya ","Shobukhova","14:58.14","2004","5000-metres"
"Sonia ","O'Sullivan","14:58.43","2004","5000-metres"
"Meseret ","Defar","14:58.79","2004","5000-metres"
"Berhane ","Adere","14:58.89","2004","5000-metres"
"Edith ","Masai","14:58.96","2004","5000-metres"
"Edith ","Masai","14:59.11","2004","5000-metres"
"Margaret ","Maury","14:59.12","2004","5000-metres"
"Elvan ","Abeylegesse","14:59.19","2004","5000-metres"
"Marla ","Runyan","14:59.20","2004","5000-metres"
"Nataliya ","Berkut","14:59.26","2004","5000-metres"
"Alla ","Zhilyaeva","14:59.46","2004","5000-metres"
"Isabella Bosibori ","Ochichi","14:59.48","2004","5000-metres"
"Meseret ","Defar","14:28.98","2005","5000-metres"
"Berhane ","Adere","14:31.09","2005","5000-metres"
"Tirunesh ","Dibaba","14:32.42","2005","5000-metres"
"Tirunesh ","Dibaba","14:32.57","2005","5000-metres"
"Berhane ","Adere","14:32.79","2005","5000-metres"
"Meseret ","Defar","14:32.90","2005","5000-metres"
"Edith ","Masai","14:37.20","2005","5000-metres"
"Ejegayehu ","Dibaba","14:37.34","2005","5000-metres"
"Ejegayehu ","Dibaba","14:38.07","2005","5000-metres"
"Isabella Bosibori ","Ochichi","14:38.21","2005","5000-metres"
"Tirunesh ","Dibaba","14:38.59","2005","5000-metres"
"Meselech ","Melkamu","14:38.97","2005","5000-metres"
"Meseret ","Defar","14:39.54","2005","5000-metres"
"Joanne ","Pavey","14:40.71","2005","5000-metres"
"Ejegayehu ","Dibaba","14:42.47","2005","5000-metres"
"Meselech ","Melkamu","14:43.47","2005","5000-metres"
"Huina ","Xing","14:43.64","2005","5000-metres"
"Zakia ","Mrisho","14:43.87","2005","5000-metres"
"Priscah Jepleting ","Cherono","14:44.00","2005","5000-metres"
"Isabella Bosibori ","Ochichi","14:45.14","2005","5000-metres"
"Meseret ","Defar","14:45.87","2005","5000-metres"
"Ejegayehu ","Dibaba","14:46.37","2005","5000-metres"
"Tirunesh ","Dibaba","14:46.84","2005","5000-metres"
"Berhane ","Adere","14:46.91","2005","5000-metres"
"Alice Jemeli ","Timbilili","14:47.06","2005","5000-metres"
"Liliya ","Shobukhova","14:47.07","2005","5000-metres"
"Berhane ","Adere","14:47.56","2005","5000-metres"
"Volha ","Krautsova","14:47.75","2005","5000-metres"
"Susanne ","Wigene","14:48.53","2005","5000-metres"
"Isabella Bosibori ","Ochichi","14:50.96","2005","5000-metres"
"Tirunesh ","Dibaba","14:50.98","2005","5000-metres"
"Sentayehu ","Ejigu","14:51.11","2005","5000-metres"
"Yingjie ","Sun","14:51.19","2005","5000-metres"
"Gelete ","Burka","14:51.47","2005","5000-metres"
"Meselech ","Melkamu","14:51.49","2005","5000-metres"
"Maryam Yusuf ","Jamal","14:51.68","2005","5000-metres"
"Tirunesh ","Dibaba","14:51.77","2005","5000-metres"
"Susanne ","Wigene","14:53.21","2005","5000-metres"
"Kayoko ","Fukushi","14:53.22","2005","5000-metres"
"Ejegayehu ","Dibaba","14:53.48","2005","5000-metres"
"Joanne ","Pavey","14:53.82","2005","5000-metres"
"Iness Chepkesis ","Chenonge","14:54.43","2005","5000-metres"
"Priscah Jepleting ","Cherono","14:54.50","2005","5000-metres"
"Marta ","Domínguez","14:54.98","2005","5000-metres"
"Marta ","Domínguez","14:56.02","2005","5000-metres"
"Volha ","Krautsova","14:56.16","2005","5000-metres"
"Irene Kwambai ","Kipchumba","14:56.76","2005","5000-metres"
"Susanne ","Wigene","14:57.21","2005","5000-metres"
"Zakia ","Mrisho","14:57.22","2005","5000-metres"
"Alice Jemeli ","Timbilili","14:57.32","2005","5000-metres"
"Meseret ","Defar","14:24.53","2006","5000-metres"
"Tirunesh ","Dibaba","14:30.40","2006","5000-metres"
"Tirunesh ","Dibaba","14:30.63","2006","5000-metres"
"Ejegayehu ","Dibaba","14:33.52","2006","5000-metres"
"Meseret ","Defar","14:33.78","2006","5000-metres"
"Edith ","Masai","14:33.84","2006","5000-metres"
"Priscah Jepleting ","Cherono","14:35.30","2006","5000-metres"
"Meseret ","Defar","14:35.37","2006","5000-metres"
"Meselech ","Melkamu","14:37.44","2006","5000-metres"
"Meseret ","Defar","14:39.11","2006","5000-metres"
"Joanne ","Pavey","14:39.96","2006","5000-metres"
"Gelete ","Burka","14:40.92","2006","5000-metres"
"Tirunesh ","Dibaba","14:45.73","2006","5000-metres"
"Pauline Chemning ","Korikwiang","14:45.98","2006","5000-metres"
"Isabella Bosibori ","Ochichi","14:46.99","2006","5000-metres"
"Vivian Jepkemoi ","Cheruiyot","14:47.43","2006","5000-metres"
"Iness Chepkesis ","Chenonge","14:47.48","2006","5000-metres"
"Edith ","Masai","14:48.22","2006","5000-metres"
"Meselech ","Melkamu","14:48.64","2006","5000-metres"
"Berhane ","Adere","14:49.03","2006","5000-metres"
"Irene Kwambai ","Kipchumba","14:49.32","2006","5000-metres"
"Ejegayehu ","Dibaba","14:49.38","2006","5000-metres"
"Isabella Bosibori ","Ochichi","14:50.19","2006","5000-metres"
"Workitu ","Ayanu","14:50.51","2006","5000-metres"
"Vivian Jepkemoi ","Cheruiyot","14:52.10","2006","5000-metres"
"Tirunesh ","Dibaba","14:52.37","2006","5000-metres"
"Susanne ","Wigene","14:52.68","2006","5000-metres"
"Meseret ","Defar","14:53.51","2006","5000-metres"
"Irene Kwambai ","Kipchumba","14:54.07","2006","5000-metres"
"Eloise ","Wellings","14:54.11","2006","5000-metres"
"Gelete ","Burka","14:54.15","2006","5000-metres"
"Tirunesh ","Dibaba","14:54.24","2006","5000-metres"
"Meseret ","Defar","14:54.30","2006","5000-metres"
"Berhane ","Adere","14:54.36","2006","5000-metres"
"Priscah Jepleting ","Cherono","14:54.76","2006","5000-metres"
"Gelete ","Burka","14:55.02","2006","5000-metres"
"Jennifer ","Rhines","14:55.18","2006","5000-metres"
"Isabella Bosibori ","Ochichi","14:55.50","2006","5000-metres"
"Tirunesh ","Dibaba","14:55.63","2006","5000-metres"
"Gelete ","Burka","14:55.64","2006","5000-metres"
"Berhane ","Adere","14:56.03","2006","5000-metres"
"Lucy Wangui ","Kabuu","14:56.09","2006","5000-metres"
"Marta ","Domínguez","14:56.18","2006","5000-metres"
"Priscah Jepleting ","Cherono","14:56.46","2006","5000-metres"
"Liliya ","Shobukhova","14:56.57","2006","5000-metres"
"Kimberley ","Smith","14:56.58","2006","5000-metres"
"Isabella Bosibori ","Ochichi","14:56.65","2006","5000-metres"
"Wude ","Ayalew","14:57.23","2006","5000-metres"
"Isabella Bosibori ","Ochichi","14:57.84","2006","5000-metres"
"Lucy Wangui ","Kabuu","14:58.14","2006","5000-metres"
"Meseret ","Defar","14:16.63","2007","5000-metres"
"Vivian Jepkemoi ","Cheruiyot","14:22.51","2007","5000-metres"
"Meseret ","Defar","14:30.18","2007","5000-metres"
"Gelete ","Burka","14:31.20","2007","5000-metres"
"Meselech ","Melkamu","14:33.83","2007","5000-metres"
"Tirunesh ","Dibaba","14:35.67","2007","5000-metres"
"Mariem ","Alaoui Selsouli","14:36.52","2007","5000-metres"
"Gelete ","Burka","14:38.18","2007","5000-metres"
"Florence Jebet ","Kiplagat","14:40.74","2007","5000-metres"
"Priscah Jepleting ","Cherono","14:42.00","2007","5000-metres"
"Priscah Jepleting ","Cherono","14:44.51","2007","5000-metres"
"Shalane ","Flanagan","14:44.80","2007","5000-metres"
"Vivian Jepkemoi ","Cheruiyot","14:44.93","2007","5000-metres"
"Ejegayehu ","Dibaba","14:45.22","2007","5000-metres"
"Meseret ","Defar","14:49.06","2007","5000-metres"
"Kimberley ","Smith","14:49.41","2007","5000-metres"
"Workitu ","Ayanu","14:50.15","2007","5000-metres"
"Philes Moora ","Ongori","14:50.15","2007","5000-metres"
"Meselech ","Melkamu","14:50.76","2007","5000-metres"
"Vivian Jepkemoi ","Cheruiyot","14:50.78","2007","5000-metres"
"Mestawet ","Tufa","14:51.72","2007","5000-metres"
"Shalane ","Flanagan","14:51.75","2007","5000-metres"
"Deena ","Kastor","14:52.21","2007","5000-metres"
"Meselech ","Melkamu","14:53.89","2007","5000-metres"
"Kara ","Goucher","14:55.02","2007","5000-metres"
"Linet Chepkwemoi ","Masai","14:55.50","2007","5000-metres"
"Jessica ","Augusto","14:56.39","2007","5000-metres"
"Vivian Jepkemoi ","Cheruiyot","14:56.94","2007","5000-metres"
"Mariem ","Alaoui Selsouli","14:57.26","2007","5000-metres"
"Linet Chepkwemoi ","Masai","14:57.29","2007","5000-metres"
"Sylvia Jebiwott ","Kibet","14:57.37","2007","5000-metres"
"Lucy Wangui ","Kabuu","14:57.55","2007","5000-metres"
"Meseret ","Defar","14:57.91","2007","5000-metres"
"Vivian Jepkemoi ","Cheruiyot","14:58.50","2007","5000-metres"
"Jennifer ","Rhines","14:58.51","2007","5000-metres"
"Kimberley ","Smith","14:58.90","2007","5000-metres"
"Priscah Jepleting ","Cherono","14:58.97","2007","5000-metres"
"Priscah Jepleting ","Cherono","14:59.21","2007","5000-metres"
"Sylvia Jebiwott ","Kibet","14:59.26","2007","5000-metres"
"Ekaterina ","Volkova","15:00.02","2007","5000-metres"
"Linet Chepkwemoi ","Masai","15:00.67","2007","5000-metres"
"Elvan ","Abeylegesse","15:00.88","2007","5000-metres"
"Meselech ","Melkamu","15:01.42","2007","5000-metres"
"Beylanesh ","Fekadu","15:02.14","2007","5000-metres"
"Lauren ","Fleshman","15:02.28","2007","5000-metres"
"Silvia ","Weissteiner","15:02.65","2007","5000-metres"
"Meseret ","Defar","15:02.72","2007","5000-metres"
"Fei ","Xue","15:02.73","2007","5000-metres"
"Linet Chepkwemoi ","Masai","15:02.74","2007","5000-metres"
"Mariya ","Konovalova","15:02.96","2007","5000-metres"
"Tirunesh ","Dibaba","14:11.15","2008","5000-metres"
"Meseret ","Defar","14:12.88","2008","5000-metres"
"Tirunesh ","Dibaba","14:23.46","2008","5000-metres"
"Liliya ","Shobukhova","14:23.75","2008","5000-metres"
